analytics_avg_percentage_viewed,analytics_avg_view_duration,analytics_avg_view_duration_seconds,analytics_card_clicks,analytics_card_shown,analytics_comments,analytics_ctr,analytics_dislikes,analytics_end_screen_clicks,analytics_end_screen_shown,analytics_engagement_rate,analytics_impressions,analytics_like_rate,analytics_likes,analytics_net_subscribers,analytics_retention_rate,analytics_share_rate,analytics_shares,analytics_subscribers_gained,analytics_subscribers_lost,analytics_unique_viewers,analytics_views,analytics_views_per_impression,analytics_views_per_viewer,analytics_watch_time_hours,artist_name,channel_title,comment_count,days_since_published,difficulty,duration_seconds,duration_text,growth_rate,is_short,like_count,published_at,published_date,published_day_of_week,published_hour,published_is_weekend,published_time,release_date,release_status,song_name,source,support_rate,tags,taiko_id,video_id,video_title,view_count,view_count_diff,view_count_updated
,,,,,,,,,,,,,,,,,,,,,,,,,FRUITS ZIPPER,KAWAII LAB.,4980,444,かんたん：1むずかしい：6げきむず：0,,,37045.3,,92403,,,,,,,2024/11/19,リリース,フルーツバスケット,youtube_api,0.56,"[""ポップス""]",10012854,bRRPqGRguKo,【MV】FRUITS ZIPPER「フルーツバスケット」,16448111,,
,,,,,,,,,,,,,,,,,,,,,,,,,なとり&imase,なとり / natori,1389,472,かんたん：1むずかしい：5げきむず：0,,,14373.1,,92190,,,,,,,2024/11/21,リリース,メロドラマ,youtube_api,1.36,"[""ポップス""]",10012824,Ao29RaMxH98,natori & imase - Melodrama,6784089,,
,,,,,,,,,,,,,,,,,,,,,,,,,jon-YAKITORY,jon -YAKITORY,8011,531,かんたん：2むずかしい：6げきむず：0,,,27960.1,,191039,,,,,,,2024/11/17,リリース,山田PERFECT,youtube_api,1.29,"[""ボカロ""]",10012822,zGMftuCqLhk,"山田PERFECT / jon-YAKITORY, 初音ミク -YAMADA PERFECT / jon-YAKITORY, Hatsune Miku-",14846789,,
,,,,,,,,,,,,,,,,,,,,,,,,,tuki.,tuki.(16),6688,494,かんたん：2むずかしい：6げきむず：8,,,94424.4,,461438,,,,,,,2024/11/16,リリース,ひゅるりらぱっぱ,youtube_api,0.99,"[""ポップス""]",10012757,AOfaWrBwo7I,tuki.『ひゅるりらぱっぱ』Official Music Video,46645678,,
,,,,,,,,,,,,,,,,,,,,,,,,,サカナクション,サカナクション sakanaction,15355,275,かんたん：2むずかしい：5げきむず：0,,,188760.9,,522894,,,,,,,2024/11/23,リリース,怪獣,youtube_api,1.01,"[""アニメ""]",10012956,a8dgNdJVluc,サカナクション / 怪獣　-Music Video-,51909243,,
,,,,,,,,,,,,,,,,,,,,,,,,,冨岡 愛,冨岡 愛,1640,672,かんたん：2むずかしい：5げきむず：0,,,9237.6,,69724,,,,,,,2024/11/14,リリース,恋する惑星「アナタ」,youtube_api,1.12,"[""ポップス""]",10012689,RM1kn_U4Vt0,冨岡 愛 - 恋する惑星「アナタ」 (Music Video),6207699,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. GREEN APPLE,Mrs. GREEN APPLE,8961,484,かんたん：2むずかしい：6げきむず：0,,,92406.0,,232868,,,,,,,2024/11/10,リリース,familie,youtube_api,0.52,"[""ポップス""]",10012596,FYhxYcXfhYA,Mrs. GREEN APPLE「familie」Official Music Video,44724486,,
,,,,,,,,,,,,,,,,,,,,,,,,,B小町,B小町 ルビー（CV：伊駒ゆりえ）、有馬かな（CV：潘めぐみ）、MEMちょ（CV：大久保瑠美） - Topic,0,434,かんたん：2むずかしい：6げきむず：0,,,57802.4,,223068,,,,,,,2024/11/09,リリース,POP IN 2,youtube_api,0.89,"[""アニメ""]",10012855,QgxYScXawEE,POP IN 2,25086236,,
,,,,,,,,,,,,,,,,,,,,,,,,,めておら - Meteorites -,めておら【公式】Meteorites-STPR新人歌い手グループ,3448,493,かんたん：1むずかしい：6げきむず：0,,,4559.4,,68214,,,,,,,2024/11/07,リリース,FIRST 1MPACT,youtube_api,3.03,"[""ポップス""]",10012755,tT3grNOdB8g,【初オリジナル曲】FIRST 1MPACT / めておら【STPR新人歌い手グループ】【Meteorites】,2247791,,
,,,,,,,,,,,,,,,,,,,,,,,,,LE SSERAFIM,LE SSERAFIM,4639,869,かんたん：2むずかしい：5げきむず：0,,,11632.3,,184146,,,,,,,2024/11/02,リリース,Jewelry(Prod. imase),youtube_api,1.82,"[""ポップス""]",10011503,Raf9odbiu8g,LE SSERAFIM (르세라핌) 'Jewelry (Prod. imase)' LIVE CLIP,10108462,,
,,,,,,,,,,,,,,,,,,,,,,,,,キヨ,キヨ。,17168,969,かんたん：3むずかしい：6げきむず：0,,,15897.9,,266581,,,,,,,2024/10/31,リリース,有頂天猫,youtube_api,1.73,"[""ポップス""]",10011277,HHjQe9DYwN0,キヨ 「有頂天猫」 Music Video,15405097,,
,,,,,,,,,,,,,,,,,,,,,,,,,「おかあさんといっしょ」より,みんなのおんがくしつ,0,1417,かんたん：1むずかしい：6げきむず：0,,,13123.4,,20552,,,,,,,2024/11/03,リリース,だんご3兄弟,youtube_api,0.11,"[""キッズ""]",20010087,xTwgS1V_8zQ,だんご３兄弟（おかあさんといっしょ）　歌：NEUTRINO（歌詞付き）,18595904,,
,,,,,,,,,,,,,,,,,,,,,,,,,「おかあさんといっしょ」より,NHKエデュケーショナル,0,501,かんたん：2むずかしい：5げきむず：0,,,34052.4,,0,,,,,,,2024/10/29,リリース,からだ☆ダンダン,youtube_api,0.0,"[""キッズ""]",20010086,9rNtzlwzWhw,「からだ☆ダンダン」♪スペステ2023から,17060241,,
,,,,,,,,,,,,,,,,,,,,,,,,,Number_i,Number_i OFFICIAL,118979,485,かんたん：3むずかしい：6げきむず：8,,,149808.2,,586414,,,,,,,2024/10/24,リリース,INZM,youtube_api,0.81,"[""ポップス""]",20010080,QmaNuj4n9Ec,Number_i - INZM (Official Music Video),72656975,,
,,,,,,,,,,,,,,,,,,,,,,,,,コレサワ,コレサワ,2494,468,かんたん：1むずかしい：5げきむず：0,,,39635.5,,133672,,,,,,,2024/10/26,リリース,元彼女のみなさまへ,youtube_api,0.72,"[""ポップス""]",10012821,B36u-tuublE,コレサワ「元彼女のみなさまへ」【Lyric Video】,18549396,,
,,,,,,,,,,,,,,,,,,,,,,,,,弌誠,弌誠,19203,511,かんたん：4むずかしい：6げきむず：0,,,176239.5,,953875,,,,,,,2024/10/27,リリース,モエチャッカファイア,youtube_api,1.06,"[""ポップス""]",10012692,wZlv3qDPfjk,モエチャッカファイア / 弌誠：MUSIC VIDEO,90058372,,
,,,,,,,,,,,,,,,,,,,,,,,,,「おかあさんといっしょ」より,泡立ちカプチーノ - 子供の歌、童謡、手遊び歌,0,1340,かんたん：1むずかしい：4げきむず：0,,,2330.5,,3276,,,,,,,2024/10/22,リリース,きんらきらぽん,youtube_api,0.1,"[""キッズ""]",20010077,VodLbh7S734,きんらきらぽん（新エンディング）NHK Eテレおかあさんといっしょ,3122830,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,すとぷりちゃんねる,5249,640,かんたん：2むずかしい：5げきむず：0,,,9558.2,,109611,,,,,,,2024/10/20,リリース,ぴゅあぴゅあいちご,youtube_api,1.79,"[""ポップス""]",10012062,-FHrSNYCAcM,【MV】ぴゅあぴゅあいちご／すとぷり【HoneyWorks】,6117246,,
,,,,,,,,,,,,,,,,,,,,,,,,,竹下☆ぱらだいす,竹下☆ぱらだいす,2525,894,かんたん：2むずかしい：6げきむず：0,,,12982.7,,56495,,,,,,,2024/10/19,リリース,派手髪でも出来るばい！,youtube_api,0.49,"[""キッズ""]",20010083,BEiDuHEc76I,【MV】派手髪でも出来るばい！/竹下☆ぱらだいす,11606563,,
,,,,,,,,,,,,,,,,,,,,,,,,,CUTIE STREET,KAWAII LAB.,23071,426,かんたん：2むずかしい：6げきむず：0,,,157619.0,,350305,,,,,,,2024/10/13,リリース,かわいいだけじゃだめですか？,youtube_api,0.52,"[""ポップス""]",10012756,jZqTz1G8G04,【MV】CUTIE STREET「かわいいだけじゃだめですか？」,67145689,,
,,,,,,,,,,,,,,,,,,,,,,,,,YOASOBI,Ayase / YOASOBI,12202,458,かんたん：3むずかしい：6げきむず：9,,,185731.2,,587676,,,,,,,2024/10/12,リリース,UNDEAD,youtube_api,0.69,"[""アニメ""]",10012722,Jj1_mfUzjOs,YOASOBI「UNDEAD」 Official Music Video／『〈物語〉シリーズ オフ&モンスターシーズン』主題歌,85064884,,
,,,,,,,,,,,,,,,,,,,,,,,,,なにわ男子,なにわ男子,18144,512,かんたん：2むずかしい：6げきむず：0,,,15574.7,,79447,,,,,,,2024/10/10,リリース,コイスルヒカリ,youtube_api,1.0,"[""ポップス""]",10012498,Za9xAlR6-W8,なにわ男子 - コイスルヒカリ [Official Music Video],7974243,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. GREEN APPLE,Mrs. GREEN APPLE,3605,531,かんたん：2むずかしい：5げきむず：0,,,17650.9,,103710,,,,,,,2024/10/15,リリース,アポロドロス,youtube_api,1.11,"[""ポップス""]",10012595,dOR5-Y80CUA,Mrs. GREEN APPLE「アポロドロス」Official Lyric Video,9372605,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mega Shinnosuke,Mega Shinnosuke,2314,546,かんたん：3むずかしい：5げきむず：0,,,34520.9,,185750,,,,,,,2024/10/06,リリース,愛とU,youtube_api,0.99,"[""ポップス""]",10012691,NY1TyFUhbMA,Mega Shinnosuke - 愛とU(Official Music Video),18848425,,
,,,,,,,,,,,,,,,,,,,,,,,,,Girls2 x iScream,Kendrick Lamar - Topic,184,2699,かんたん：2むずかしい：6げきむず：0,,,638.4,,25824,,,,,,,2024/10/08,リリース,D.N.A.,youtube_api,1.5,"[""ポップス""]",10012128,ue4xoNqdc2I,DNA.,1722922,,
,,,,,,,,,,,,,,,,,,,,,,,,,Vaundy,Vaundy,1681,509,かんたん：2むずかしい：5げきむず：0,,,26651.0,,71717,,,,,,,2024/10/05,リリース,ホムンクルス,youtube_api,0.53,"[""アニメ""]",10012624,ZhUa0CumyxQ,ホムンクルス (『僕のヒーローアカデミア THE MOVIE ユアネクスト』主題歌) / Vaundy：MUSIC VIDEO,13565353,,
,,,,,,,,,,,,,,,,,,,,,,,,,FRUITS ZIPPER,KAWAII LAB.,3204,853,かんたん：3むずかしい：6げきむず：0,,,12239.0,,64728,,,,,,,2024/10/01,リリース,ぴゅあいんざわーるど,youtube_api,0.62,"[""ポップス""]",10011831,Mp7jBQmxEGM,【MV】FRUITS ZIPPER「ぴゅあいんざわーるど」,10439848,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,Rinu - Topic,453,560,かんたん：2むずかしい：6げきむず：0,,,774.8,,17285,,,,,,,2024/09/29,リリース,生まれたその時から,youtube_api,3.98,"[""ポップス""]",10012492,hdWov4QwjzM,生まれたその時から,433898,,
,,,,,,,,,,,,,,,,,,,,,,,,,優里,Yuuri - Topic,145,516,かんたん：3むずかしい：6げきむず：0,,,45997.7,,116858,,,,,,,2024/09/28,リリース,カーテンコール,youtube_api,0.49,"[""アニメ""]",10012593,gpdh9AUzQjY,カーテンコール,23734825,,
,,,,,,,,,,,,,,,,,,,,,,,,,友成空,友成空 (TOMONARI SORA),9985,706,かんたん：3むずかしい：6げきむず：0,,,107156.6,,532253,,,,,,,2024/03/20,開発中,鬼ノ宴,youtube_api,0.7,"[""ポップス""]",10011521,NFzyrPK9rtM,"友成空(TOMONARI SORA) - ""Demons Banquet"" ［Lyric Video］",75652527,,
,,,,,,,,,,,,,,,,,,,,,,,,,しなこ,しなこ Shinako / ASMR,1819,557,かんたん：3むずかしい：6げきむず：0,,,29077.6,,42372,,,,,,,2024/09/22,リリース,グミキュンプリンセス,youtube_api,0.26,"[""ポップス""]",10012559,Y744hKsXi4c,【MV】グミキュンプリンセス🍬👸🏼🩷 / あぃりDX ・しなこ,16196197,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,すとぷりちゃんねる,5924,541,かんたん：3むずかしい：6げきむず：0,,,4282.7,,35028,,,,,,,2024/09/24,リリース,虹のはじまり,youtube_api,1.51,"[""ポップス""]",10012494,bJvIcIVsgks,【MV】虹のはじまり／すとぷり【HoneyWorks】,2316930,,
,,,,,,,,,,,,,,,,,,,,,,,,,ピノキオピー,ピノキオピー PINOCCHIOP OFFICIAL CHANNEL,9089,1292,かんたん：3むずかしい：6げきむず：9,,,42490.0,,551652,,,,,,,2024/09/21,リリース,転生林檎 feat. 初音ミク,youtube_api,1.0,"[""ボカロ""]",10010682,LYWP8HtgeLQ,ピノキオピー - 転生林檎 feat. 初音ミク / Reincarnation Apple,54897025,,
,,,,,,,,,,,,,,,,,,,,,,,,,KEYTALK,Victor Entertainment,3503,4079,かんたん：3むずかしい：6げきむず：0,,,5265.7,,110296,,,,,,,2024/09/08,リリース,MONSTER DANCE,youtube_api,0.51,"[""ポップス""]",10012526,N39glrfql0I,KEYTALK/「MONSTER DANCE」MUSIC VIDEO,21478659,,
,,,,,,,,,,,,,,,,,,,,,,,,,水曜日のカンパネラ,水曜日のカンパネラ,11915,1390,かんたん：3むずかしい：6げきむず：0,,,50440.2,,426786,,,,,,,2024/09/07,リリース,エジソン,youtube_api,0.61,"[""ポップス""]",10010771,8tOIjOPZ5sA,水曜日のカンパネラ『エジソン』,70111885,,
,,,,,,,,,,,,,,,,,,,,,,,,,コムドット,コムドット,16569,566,かんたん：2むずかしい：5げきむず：0,,,40141.0,,257037,,,,,,,2024/09/05,リリース,拝啓、俺たちへ,youtube_api,1.13,"[""ポップス""]",10012029,Pyum09A4-SQ,コムドット「拝啓、俺たちへ」Official Music Video,22719780,,
,,,,,,,,,,,,,,,,,,,,,,,,,aiko,aikoOfficial,6635,610,かんたん：2むずかしい：5げきむず：0,,,40819.5,,0,,,,,,,2024/06/27,リリース,相思相愛,youtube_api,0.0,"[""アニメ""]",10011571,VmSNNOTB_FE,aiko-『相思相愛』music video,24899891,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. GREEN APPLE,Mrs. GREEN APPLE,45145,613,かんたん：2むずかしい：6げきむず：0,,,341229.9,,911111,,,,,,,2024/06/08,リリース,ライラック,youtube_api,0.44,"[""アニメ""]",10011572,QjrkrVmC-8M,Mrs. GREEN APPLE「ライラック」Official Music Video,209173959,,
,,,,,,,,,,,,,,,,,,,,,,,,,Da-iCE,Da-iCE,6642,608,かんたん：3むずかしい：5げきむず：0,,,91931.0,,210935,,,,,,,2024/06/09,リリース,I wonder,youtube_api,0.38,"[""ポップス""]",10011574,RWfi_xJkuJg,Da-iCE /「I wonder」Performance Video,55894064,,
,,,,,,,,,,,,,,,,,,,,,,,,,ブンドリオ・ブンデラス(CV:松本 梨香),BUNDORIO BUNDERAS (CV: Rica Matsumoto) - Topic,0,623,かんたん：2むずかしい：6げきむず：0,,,3430.6,,7906,,,,,,,2024/08/08,リリース,コツコツ-PON-PON,youtube_api,0.37,"[""キッズ""]",10011588,irB0C3g_NyQ,コツコツ-PON-PON,2137269,,
,,,,,,,,,,,,,,,,,,,,,,,,,ヨルシカ,ヨルシカ / n-buna Official,6919,651,かんたん：2むずかしい：5げきむず：0,,,113289.9,,459715,,,,,,,2024/08/06,リリース,晴る,youtube_api,0.62,"[""アニメ""]",10011595,CkvWJNt77mU,ヨルシカ - 晴る（OFFICIAL VIDEO）,73751744,,
,,,,,,,,,,,,,,,,,,,,,,,,,Uru,Uru Official YouTube Channel,1522,697,かんたん：1むずかしい：5げきむず：0,,,27117.9,,118172,,,,,,,2024/07/05,リリース,アンビバレント,youtube_api,0.63,"[""アニメ""]",10011596,e_pdE__o5D8,【Official】Uru 「アンビバレント」 TVアニメ『薬屋のひとりごと』第2クールOPテーマ,18901196,,
,,,,,,,,,,,,,,,,,,,,,,,,,坂田 おさむ,おかいつ大好き,204,1038,かんたん：2むずかしい：5げきむず：0,,,1294.3,,4222,,,,,,,2024/07/15,リリース,にじのむこうに,youtube_api,0.31,"[""キッズ""]",20010075,N1DZ0GCgIhA,にじのむこうに（おかあさんといっしょ）／坂田おさむ＆坂田めぐみ,1343480,,
,,,,,,,,,,,,,,,,,,,,,,,,,GEMN,キタニタツヤ / Tatsuya Kitani,12932,529,かんたん：2むずかしい：7げきむず：0,,,129445.7,,488501,,,,,,,2024/08/11,リリース,ファタール,youtube_api,0.71,"[""アニメ""]",10011930,8tQiWHXSGN0,ファタール / GEMN - Fatal / GEMN,68476791,,
,,,,,,,,,,,,,,,,,,,,,,,,,『おかあさんといっしょ』,ボンボンアカデミー,0,843,かんたん：2むずかしい：5げきむず：0,,,1855.4,,1393,,,,,,,2024/08/02,リリース,ドンスカパンパンおうえんだん,youtube_api,0.09,"[""キッズ""]",20010076,BroJdJsFC6Y,♪ドンスカパンパンおうえんだん〈振り付き〉ドンスカドン　ドンスカドン　ドンスカドンスカ　ドンドンドン～♪【おかあさんといっしょ・おかいつ】,1564086,,
,,,,,,,,,,,,,,,,,,,,,,,,,yama×ぼっちぼろまる,yama - Topic,47,782,かんたん：2むずかしい：5げきむず：0,,,1385.2,,4995,,,,,,,2024/06/30,リリース,ハロ,youtube_api,0.46,"[""アニメ""]",10011488,o2PwpMc9Bks,ハロ,1083219,,
,,,,,,,,,,,,,,,,,,,,,,,,,『おかあさんといっしょ』ファンターネ!OP,NHKエデュケーショナル,0,498,かんたん：1むずかしい：4げきむず：0,,,2617.1,,0,,,,,,,2024/07/04,リリース,ファンターネ!,youtube_api,0.0,"[""キッズ""]",20010041,8yJffvClwuY,「 ファンターネOP～ファン ファン ファン！」♪スペステ2022から,1303313,,
,,,,,,,,,,,,,,,,,,,,,,,,,『おかあさんといっしょ』,ボンボンアカデミー,144,1551,かんたん：2むずかしい：6げきむず：0,,,1902.3,,8130,,,,,,,2024/05/05,リリース,ぼよよん行進曲,youtube_api,0.28,"[""キッズ""]",20010028,O5Ht4CMkYG4,♪ぼよよん行進曲 - どんなたいへんな ことがおきたって〜🎵〈振り付き〉（NHK Eテレ「おかあさんといっしょ」より）,2950482,,
,,,,,,,,,,,,,,,,,,,,,,,,,Creepy Nuts,Creepy Nuts,4088,627,かんたん：3むずかしい：7げきむず：0,,,41439.8,,172165,,,,,,,2024/06/17,リリース,二度寝,youtube_api,0.66,"[""ポップス""]",10011541,k8AJfmyurWo,【MV】Creepy Nuts - 二度寝(Nidone),25982743,,
,,,,,,,,,,,,,,,,,,,,,,,,,シカ部,Noko Shikanoko (CV: Megumi Han) - Topic,0,527,かんたん：4むずかしい：7げきむず：0,,,48637.9,,286358,,,,,,,2024/07/28,リリース,シカ色デイズ,youtube_api,1.12,"[""アニメ""]",10012425,fxPcJTU-A8U,シカ色デイズ,25632170,,
,,,,,,,,,,,,,,,,,,,,,,,,,MIMI,Kotoha,9261,1057,かんたん：2むずかしい：7げきむず：0,,,37137.1,,298385,,,,,,,2024/09/19,リリース,今はいいんだよ。,youtube_api,0.76,"[""ボカロ""]",10012497,PgCc3OMrS8c,今はいいんだよ。 / MIMI【Covered by Kotoha】,39253922,,
,,,,,,,,,,,,,,,,,,,,,,,,,millennium parade × 椎名 林檎,MILLENNIUM PARADE Official YouTube Channel,7225,976,かんたん：2むずかしい：6げきむず：0,,,30018.1,,301806,,,,,,,2024/05/08,リリース,W●RK,youtube_api,1.03,"[""アニメ""]",10011280,dYzgZVhiqmU,ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ × 椎名林檎 - Ｗ●ＲＫ,29297685,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ado,Ado,16401,529,かんたん：3むずかしい：6げきむず：0,,,92078.3,,569010,,,,,,,2024/09/17,リリース,ルル,youtube_api,1.17,"[""ポップス""]",10012524,0Z_YqhYHhpg,【Ado】ルル (RuLe),48709422,,
,,,,,,,,,,,,,,,,,,,,,,,,,音羽-otoha-,Mrs. GREEN APPLE,12801,1267,かんたん：2むずかしい：4げきむず：0,,,120748.1,,621691,,,,,,,2022/08/23,リリース,ダンスホール,youtube_api,0.41,"[""ポップス""]",10010772,x2rvSf0STBM,Mrs. GREEN APPLE「ダンスホール」Official Music Video,152987857,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,すとぷりちゃんねる,18509,2186,かんたん：3むずかしい：6げきむず：0,,,8470.1,,228978,,,,,,,2024/09/15,リリース,ギンギラ銀河,youtube_api,1.24,"[""アニメ""]",10010288,H_rd_qjk6sI,【妖怪ウォッチOP】ギンギラ銀河／すとぷり【ナユタン星人】,18515611,,
,,,,,,,,,,,,,,,,,,,,,,,,,キタニタツヤ,キタニタツヤ / Tatsuya Kitani,2301,604,かんたん：2むずかしい：5げきむず：0,,,9689.7,,93851,,,,,,,2024/09/10,リリース,次回予告,youtube_api,1.6,"[""アニメ""]",10012293,O3ZYjfMqAsc,次回予告 / キタニタツヤ - Preview of Me / Tatsuya Kitani,5852550,,
,,,,,,,,,,,,,,,,,,,,,,,,,B’z,Bz,4477,1609,かんたん：2むずかしい：6げきむず：0,,,11191.4,,104016,,,,,,,2024/09/14,リリース,ultra soul,youtube_api,0.58,"[""ポップス""]",20010081,ygyOtMnNvCg,B’z Live from AVACO STUDIO “ultra soul”,18006939,,
,,,,,,,,,,,,,,,,,,,,,,,,,石井あみ＆後本萌葉,Ami Ishii - Topic,0,452,かんたん：2むずかしい：6げきむず：0,,,1764.6,,4160,,,,,,,2024/09/01,リリース,しあわせえぼりゅ～しょん♡,youtube_api,0.52,"[""キッズ"", ""アニメ""]",10012392,DRi7GdbkOBI,しあわせえぼりゅ～しょん♡ ～こむぎ＆いろはVer.～,797612,,
,,,,,,,,,,,,,,,,,,,,,,,,,優里,AliA OFFICIAL,19707,2498,かんたん：2むずかしい：6げきむず：0,,,39453.2,,791975,,,,,,,2024/08/30,リリース,かくれんぼ,youtube_api,0.8,"[""ポップス""]",10010714,oi8ArKYLwBY,AliA / かくれんぼ【Official Music Video】,98554034,,
,,,,,,,,,,,,,,,,,,,,,,,,,超特急,超特急,2360,608,かんたん：3むずかしい：6げきむず：0,,,10140.1,,26853,,,,,,,2024/08/29,リリース,Steal a Kiss,youtube_api,0.44,"[""ポップス""]",10011666,1maL_bJe5u8,超特急「Steal a Kiss」MUSIC VIDEO,6165161,,
,,,,,,,,,,,,,,,,,,,,,,,,,なにわ男子,なにわ男子,15433,588,かんたん：3むずかしい：6げきむず：0,,,25535.5,,111549,,,,,,,2024/08/27,リリース,Alpha,youtube_api,0.74,"[""ポップス""]",10011598,Olr7YwLu3kQ,なにわ男子 - Alpha [Official Music Video],15014898,,
,,,,,,,,,,,,,,,,,,,,,,,,,大野克夫バンド,平塚征智,982,4482,かんたん：3むずかしい：6げきむず：0,,,741.1,,21240,,,,,,,2024/08/24,リリース,「名探偵コナン」メイン・テーマ,youtube_api,0.64,"[""アニメ""]",20010078,1XWe2MBaLRI,コナンBGM No 1　「名探偵コナン　メイン･テーマ」,3321404,,
,,,,,,,,,,,,,,,,,,,,,,,,,Number_i,Number_i OFFICIAL,346341,569,かんたん：4むずかしい：7げきむず：0,,,144038.3,,241865,,,,,,,2024/08/23,リリース,BON,youtube_api,0.3,"[""ポップス""]",10012261,0kKd6fVPayU,Number_i - BON (Official Music Video),81957801,,
,,,,,,,,,,,,,,,,,,,,,,,,,松平健,マツケンTube,15397,1821,かんたん：3むずかしい：6げきむず：0,,,17762.8,,243260,,,,,,,2024/08/09,リリース,マツケンサンバII,youtube_api,0.75,"[""ポップス""]",10010466,XazyhnymUQo,【公式】松平健「マツケンサンバⅡ」 MV,32346106,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. GREEN APPLE,Mrs. GREEN APPLE,3336,482,かんたん：2むずかしい：5げきむず：0,,,35827.7,,88963,,,,,,,2024/08/12,リリース,Dear,youtube_api,0.52,"[""ポップス""]",10012161,sYMaoGflrug,Mrs. GREEN APPLE – Dear【LIVE from ゼンジン未到とヴェルトラウム〜銘銘編〜】,17268944,,
,,,,,,,,,,,,,,,,,,,,,,,,,⽯井あみ＆後本萌葉,Ami Ishii - Topic,0,599,かんたん：2むずかしい：5げきむず：0,,,1915.0,,5511,,,,,,,2024/04/07,リリース,FUN☆FUN☆わんだふるDAYS!,youtube_api,0.48,"[""キッズ"", ""アニメ""]",10011510,1ikx1Dkf_Us,FUN☆FUN☆わんだふるDAYS！,1147094,,
,,,,,,,,,,,,,,,,,,,,,,,,,吉武千颯,Chihaya Yoshitake - Topic,0,599,かんたん：1むずかしい：5げきむず：0,,,2820.7,,8294,,,,,,,2024/04/07,リリース,わんだふるぷりきゅあ!EVOLUTION!!,youtube_api,0.49,"[""キッズ"", ""アニメ""]",10011509,iQxl-nohiqA,わんだふるぷりきゅあ！evolution!!,1689587,,
,,,,,,,,,,,,,,,,,,,,,,,,,井上あずみ,high_note Music Lounge,5349,3044,かんたん：2むずかしい：4げきむず：0,,,11469.6,,130606,,,,,,,2024/05/28,リリース,君をのせて,youtube_api,0.37,"[""アニメ""]",10010590,SEtbAEjanWo,君をのせて 天空の城ラピュタ 井上あずみ,34913390,,
,,,,,,,,,,,,,,,,,,,,,,,,,むくえな,むくえなちっく。,818,1229,かんたん：2むずかしい：6げきむず：0,,,474.3,,16450,,,,,,,2024/08/22,リリース,おやすみロマンス,youtube_api,2.82,"[""ポップス""]",10011565,kRC6jAgrT2I,おやすみロマンス / むくえな（Official Music Video）,582911,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,すとぷりちゃんねる,9850,555,かんたん：2むずかしい：6げきむず：0,,,12308.4,,130748,,,,,,,2024/08/18,リリース,誓いの花束を～With You～,youtube_api,1.91,"[""ポップス""]",10012496,-LZJKbYIiCo,【MV】誓いの花束を～With You～／すとぷり【HoneyWorks】,6831162,,
,,,,,,,,,,,,,,,,,,,,,,,,,すとぷり,すとぷりちゃんねる,5749,548,かんたん：2むずかしい：5げきむず：0,,,5889.5,,41591,,,,,,,2024/08/17,リリース,雨天決行,youtube_api,1.29,"[""ポップス""]",10012495,_jGlfq85PJA,【MV】雨天決行／すとぷり,3227449,,
,,,,,,,,,,,,,,,,,,,,,,,,,米津 玄師,Kenshi Yonezu  米津玄師,28631,613,かんたん：3むずかしい：6げきむず：0,,,178244.4,,606932,,,,,,,2024/08/16,リリース,さよーならまたいつか!,youtube_api,0.56,"[""ポップス""]",10012095,-wb2PAx6aEs,"米津玄師 - さよーならまたいつか！ Kenshi Yonezu - Sayonara, Mata Itsuka !",109263821,,
,,,,,,,,,,,,,,,,,,,,,,,,,合唱,上澤 / KamiSawa,882,2810,かんたん：2むずかしい：5げきむず：0,,,830.1,,11334,,,,,,,2024/08/15,リリース,この地球のどこかで,youtube_api,0.49,"[""キッズ""]",10011590,rzym4THJtcI,【合唱】この地球のどこかで (歌詞付き),2332705,,
,,,,,,,,,,,,,,,,,,,,,,,,,Creepy Nuts,Creepy Nuts,47702,653,かんたん：3むずかしい：7げきむず：0,,,667743.7,,2648408,,,,,,,2024/01/27,リリース,Bling-Bang-Bang-Born,youtube_api,0.61,"[""アニメ""]",20010023,mLW35YMzELE,Creepy Nuts｢Bling-Bang-Bang-Born｣ × TV Anime｢マッシュル-MASHLE-｣ Collaboration Music Video #BBBBダンス,436036655,,
,,,,,,,,,,,,,,,,,,,,,,,,,星野 源,星野源 Gen Hoshino,8730,1661,かんたん：2むずかしい：5げきむず：0,,,27727.8,,260494,,,,,,,2024/04/11,リリース,不思議,youtube_api,0.57,"[""ポップス""]",10011319,ilnLczvLGAY,星野源 – 不思議 (Official Video),46055797,,
,,,,,,,,,,,,,,,,,,,,,,,,,Snow Man,Snow Man,42041,872,かんたん：2むずかしい：6げきむず：0,,,93504.2,,0,,,,,,,2024/05/06,リリース,Dangerholic,youtube_api,0.0,"[""ポップス""]",10011315,i-PnC1tYnGM,Snow Man「Dangerholic」Music Video YouTube Ver.,81535678,,
